ster_idx,x,y,flux_i,flux_g,flux_r,mag_i,mag_g,mag_r
44,2927.9164241843932,1215.960570974379,2996700.6534857242,3545362.941677096,4792134.946754277,-16.1916084063862,-16.37415175218228,-16.701322598268217
45,240.5232598280582,1244.009085097435,55570.09475198283,55748.653898628894,86536.03436688753,-11.862102843242386,-11.865585963540164,-12.342992472937915
46,485.7430274889104,1245.7800004466314,40275.456566201174,19055.418053634,49810.36119870329,-11.512601180801257,-10.700046202817013,-11.743299227550942
47,2256.7185695463095,1307.0155143985864,138293.32529061974,117922.15359992441,191637.5614640531,-12.852003048620965,-12.678988505154951,-13.206201589854702
48,3323.594402527879,1320.8138337426276,259102.16521258856,344217.45345663,423616.33684453415,-13.533677605563273,-13.842082218347041,-14.067431751019102
49,733.9030884678824,1336.8579681972712,3270869.9909080155,3475831.711209886,5036814.208916223,-16.286658205808212,-16.352646852797296,-16.755389828737187
50,1743.853808439462,1355.4897148422863,211780.00990085286,306185.3036567718,354261.57986816205,-13.31471241068137,-13.714960853773494,-13.873310137705587
51,3708.9486775568716,1358.8544180893075,1734183.130921185,2048580.3122153045,2775165.756013797,-15.5977373933883,-15.778632486586009,-16.10822231979292
52,505.12573307061007,1377.912911921966,6961.12917920819,11077.16141776042,10460.468451780267,-9.606699232834934,-10.11107121087658,-10.04887783500588
53,1899.5862371272833,1415.0911242905452,40278.781901171315,9828.359781191219,26624.566767341923,-11.51269082069211,-9.981202615176933,-11.06320637425468
54,3167.691468604034,1430.8511428898576,38698.3947561339,50594.95478845062,59514.019624595065,-11.469232376176986,-11.760268030400962,-11.936548209632186
55,2274.6580740562563,1446.675546079293,50993.16003558057,59551.24500566907,79555.25247339997,-11.768779814851571,-11.937227113683848,-12.251672145843022
56,2495.6383354530576,1513.591705847072,142611.85817910696,203492.43687873427,237165.50151511468,-12.885389096532196,-13.271370681533687,-13.437628790237554
57,858.154607774651,1541.6641053783278,71554.00364717649,62242.4996982133,101571.7552867299,-12.136584846924709,-11.98521756468339,-12.516932394169118
58,2796.2498019968784,1543.8759808336154,1299312.713349592,2165365.5258231894,2273769.105902265,-15.284284219749102,-15.83882804554408,-15.89186590338178
59,671.4803269372965,1550.9653705148196,44542.86687917216,37581.428240232635,64419.78831057064,-11.621945414419956,-11.437433202387934,-12.022548233384667
60,223.92091639318133,1572.445190129434,92395.475870569,123288.15343868872,154839.1551649482,-12.41412676645531,-12.727303369847366,-12.97470198262798
61,832.9726497551698,1596.7656398926665,3658599.7693515983,4046411.8728974336,5677064.547163061,-16.408287256656457,-16.517675215750053,-16.885309580251473
62,2994.2580556424923,1614.8797786040118,552177.7389479115,324430.18157386873,706388.4984087097,-14.355197235172453,-13.777803124030184,-14.622609048343742
63,1515.2984465444044,1645.9205242204102,92628.27494176372,111961.11296787346,146211.58847202826,-12.416858940160584,-12.622668017478425,-12.912454488497225
64,3573.86585572793,1646.7586770476034,84595.81649290374,104219.28986137314,137445.7133252374,-12.318372216138604,-12.544870274016555,-12.845327998894954
65,3117.616923715569,1670.4376286308382,77963.24206986337,67157.39955465822,114942.27347046416,-12.229724726953343,-12.067734677981308,-12.651199457240255
66,1832.4909325561805,1685.2461509775974,71615.4620075475,49986.650626861025,96201.65404611547,-12.137516995001583,-11.747135094181711,-12.457956347894045
67,1709.543537124344,1695.7136415414416,215530.17394721456,312567.3866837332,368841.68943610974,-13.333770198555468,-13.737359154279968,-13.917100006474612
68,2180.157566584145,1749.6079206935622,50109.97358121729,29536.63899843488,60491.18284086278,-11.749810434438782,-11.175902687538121,-11.95423019189481
69,2943.294194771218,1752.4226746996583,1314584.5270319486,1614118.5271565835,2128872.5758941923,-15.296971290566429,-15.51983855613868,-15.820374168576826
70,1474.3686009154449,1759.4508554434256,50555.797482110094,18034.998594773933,49028.72771244636,-11.759427413671098,-10.640290282039066,-11.726126558802111
71,2221.6945293864974,1782.3048114505234,56524.365383114666,66343.15432109451,90754.37824462727,-11.88058923770897,-12.054490291099997,-12.394668964480175
72,2357.5149532539376,1790.175070469432,1876671.784994473,1978452.728148291,2902714.589893584,-15.683470811508373,-15.74081419494635,-16.157010839555156
73,3049.622868031166,1791.3258141636752,44587.959351899335,8829.885993183125,21572.79942908697,-11.623043991342197,-9.864887740582907,-10.834766264207211
74,3223.8528648279303,1793.3568765323878,53328.71148641722,29428.43911272008,72197.57941653673,-11.817402726266108,-11.171918069222036,-12.146306592827713
75,546.2715691086602,1823.13483441356,1207764.7504498141,1100400.7401000136,1793770.732261661,-15.204955875590642,-15.1038771845314,-15.634417334121725
76,1064.7195417543824,1861.4363444254388,180387.85173901968,52147.36003714241,153281.89443738712,-13.140518216324695,-11.793080817844901,-12.96372714822023
77,16.131089880274267,1888.958055332362,19839.473386643804,26795.190754781477,30288.211257013958,-10.743825350453918,-11.070142132825275,-11.203184064468896
78,230.16346925274135,1946.8123187026117,6741.122042077826,7358.548698800616,9903.952122136485,-9.571830474322716,-9.666980420947839,-9.9895213305173
79,3517.2975040158453,1992.6571422563834,64567.31919974153,76622.50936730625,101992.53013690049,-12.025031887768948,-12.210890927278982,-12.52142091374008
80,3824.0945691837596,2008.200668394034,47372.55299840227,55610.753155326005,71668.36669324897,-11.688816975818279,-11.86289694228617,-12.13831876775987
81,739.0883681446489,2008.811759021784,586740.349201312,393265.47113628034,796656.0933690402,-14.42111488746147,-13.98671454214136,-14.753177205669662
82,1000.1129410317184,2040.641430800392,11726333.387704194,18030583.711129107,20233840.59029925,-17.672905593286032,-18.140024466337202,-18.265195810346125
83,3561.3770936626547,2052.424049560082,38247.57828654931,40999.88391496986,61034.02234331006,-11.456509855581347,-11.531956567704253,-11.963929980845112
84,2243.331944901547,2065.485140121772,32427134.506452844,67229664.80793779,60964792.99001754,-18.77727143250429,-19.568902364912585,-19.46269775866059
85,3146.438529235126,2083.582467691624,38563.84721741435,28437.23048014939,52684.08777398802,-11.465450884002053,-11.13471824475782,-11.804198661586721
86,2362.4701858720487,2122.6335363996955,72690.24675755622,58583.834705097135,100138.37719461927,-12.15369035783776,-11.91944448941024,-12.501501372761762
87,1396.8073984240348,2129.3229056174278,57759.537559235585,65995.18555235816,92225.687366636,-11.904059268698097,-12.048780635661146,-12.412129751870296
88,894.5046996948142,2140.3018950573965,4931049.160349871,6253087.102277856,7900671.629988299,-16.7323483306851,-16.990236195552292,-17.244160029744926
89,835.4539653531484,2166.5237575843294,-432318.464056015,-307996.60468327533,-661104.4944555024,-14.089509460950707,-13.721364822294573,-14.550675274200962
90,3066.1773056423735,2214.8459111417974,155487.653363758,153336.15862295218,230340.63941756682,-12.979239772975074,-12.964111447780656,-13.405926420222574
91,3118.6246168883827,2235.2614974167996,1383044.0319713536,2238280.154532877,2413457.7993939687,-15.352090017405915,-15.874786110254062,-15.956599273372001
92,1578.131123143315,2247.2264967504925,79395.2193399588,107613.99940927746,127839.01750389533,-12.249485882113632,-12.579671929969043,-12.766658560621826
93,3586.8958639646044,2263.310243006032,17820554.990806118,31762227.921103887,32295332.395125583,-18.127303063181902,-18.75477739464474,-18.772849397041238
94,1857.623667911346,2276.6028223561557,7723447.85871377,9804331.798823563,12522646.398726212,-17.219528047386184,-17.47854500062591,-17.744240294013743
95,2924.644878673992,2285.204765450121,961556.6952657371,654997.5545012075,1244746.3592113964,-14.957437240456402,-14.540599196282457,-15.237702161677413
96,3904.200993166473,2304.417849884885,48264.818945267296,50752.141164988745,72439.37720864173,-11.709076703425081,-11.76363592318843,-12.149936769620895
97,3595.2804713166042,2329.313765477765,89216.63807513745,126586.83012040006,150729.0898894053,-12.37611463455032,-12.755971311921424,-12.94549269215459
98,1464.739081344185,2346.987932519146,73842.48605958564,21255.884876993485,64196.399077146314,-12.17076577420853,-10.818697973116267,-12.018776670453109
99,3585.179650249954,2363.8114313898436,86185.5254032553,108678.58610773971,140531.90476656286,-12.33858583378041,-12.590359949189786,-12.869437331796412
100,1448.7632204699114,2395.3328449833502,87645.82019390463,84474.70282747131,127819.11227784725,-12.356828023835323,-12.316816681625875,-12.766489492463137
101,1791.6524436429966,2416.6876638673116,588294.3897791952,391786.9455075492,791566.438376144,-14.423986766984445,-13.982624902599516,-14.74621843068457
102,1541.5897941537598,2418.5785865116713,93456.36214278784,31086.71181561239,71483.08014231175,-12.426522179467842,-11.23143696787273,-12.135508143998859
103,2567.2948481445233,2438.2291555576194,133318.853998365,158256.41906268615,207704.68069682643,-12.812228929581838,-12.998403336327991,-13.293615709054382
104,631.2466720783417,2513.194809047437,7846320.2916449625,11011065.295339966,13055468.38979031,-17.2366650808115,-17.604573345001306,-17.789481143950116
105,746.984836628349,2531.1525788208664,51799.39807269763,9104.99541384168,22286.51776760537,-11.785811782798179,-9.898199328445482,-10.8701055399247
106,1585.545602547623,2541.9237367639107,49497.3494868335,31107.338275061455,60773.17359246593,-11.736454859249989,-11.2321571298364,-11.959279789803137
107,2183.6239456419084,2603.6858769154405,79867.33202703099,24758.940273091197,63204.236199168954,-12.255922942604558,-10.984330130414012,-12.001865468501373
108,484.37625337005704,2607.2501492472534,1400030.4209499513,1382710.6731572715,2118688.271393046,-15.365343681172668,-15.351828287951236,-15.81516765608452
109,2293.414046633548,2631.6833055038246,135717.02567317244,180030.2939882907,224663.43174661044,-12.831585833078826,-13.138363976715954,-13.378830971178115
110,2144.5831013058973,2647.949210880417,59545.92974868725,39985.73878090968,78060.68538047699,-11.937130201780464,-11.504762811250115,-12.231080900275336
111,2059.3254116442904,2655.2435736699485,44514.189049332985,41116.95797739085,65962.76667679194,-11.621246164733742,-11.535052440156303,-12.048247157427612
112,995.2094151295045,2668.068659434344,34939.11732346291,31795.542179171927,47153.25685821334,-11.358279822711188,-11.255915587484878,-11.68377923667605
113,3021.058754824709,2675.127609100563,82271.51091340743,62141.18684315216,117155.54239357682,-12.288123682955836,-11.983448859121884,-12.671907097548205
114,2957.025553575602,2678.509553393859,33323.20262106531,4790.290508121718,9479.2772985599,-11.306866834614253,-9.200904630221402,-9.941938069818857
115,1408.8236349202098,2683.442849939033,62573.71753948694,42788.313871941995,86752.36722980672,-11.990979893553963,-11.578312932233475,-12.345703335770121
116,1624.4106321178258,2710.986700337019,146270.8221952073,113363.92758929124,204904.92857305845,-12.912894256471859,-12.636187210000587,-13.278881011502508
117,2958.490077753013,2711.9053065062135,629971.6119839565,752587.1924173143,1000472.6061508888,-14.49830244888595,-14.691392057980421,-15.00051300439364
118,781.1984346104248,2715.4684019401266,741832.9749294954,678505.700876703,1085272.1681386298,-14.675765335192557,-14.578883752498207,-15.088846664120549
119,1392.6733332434235,2717.61019332715,8301481.597744409,11991892.319610374,13900700.22204696,-17.2978890238022,-17.697219300349186,-17.857591693964675
120,1854.2406844703862,2718.1748797237074,1356672.1242908342,1260696.352483287,1978228.334539887,-15.331187253975123,-15.251526240776725,-15.740691045134088
121,178.20016948034112,2741.3267516908772,200065.11550082674,247323.37613768177,323118.9303725553,-13.252928422911728,-13.483162915729531,-13.773406006275204
122,1879.3305733075408,2777.335238075372,376532.01712097303,533242.9358205637,629296.444919521,-13.939504777157017,-14.317312777019701,-14.497138195743274
123,3924.450789530548,2779.5403467980136,13222350.892770058,20954421.257517762,22827642.217363022,-17.803271695549675,-18.30318917627023,-18.396152642844285
124,1999.8986293494252,2783.9757488146065,167469.4638362436,123898.00645414554,228807.9424566403,-13.05983907475449,-12.73266079634917,-13.398677739389257
125,2044.73582605788,2824.5182837487628,5485860.548098634,7487234.432134315,9037431.299811393,-16.848111908845258,-17.185803578742487,-17.39011252230523
126,1944.875672583125,2876.7140370651096,900376.278070067,1277518.0473278933,1496260.1828090763,-14.886060110648547,-15.265917610176473,-15.437517797546601
127,2087.0608410270897,2894.5943616269956,120465.05943645403,54762.869189938996,140703.638216082,-12.702152748098996,-11.84621548510095,-12.87076331815581
128,899.922518746685,2929.6115306421784,7975074.072299384,12719296.64182486,13835195.604229484,-17.25433681366207,-17.76115774034467,-17.85246325911472
129,44.12375925628964,2953.6482417406346,1822860.4877234153,1368553.325384532,2496517.499015263,-15.651883578205709,-15.340654310666142,-15.993336536331448
130,3517.304005348639,2979.2016838594004,36012.69428721542,23704.1528709149,44636.514825984836,-11.391139035745502,-10.937061098245113,-11.624225694946364
131,1299.3384201965102,2989.3209722764304,103426.44161516987,73842.7468931661,136348.3801232027,-12.536578957618413,-12.170769609344326,-12.83662495676245
132,1509.0894892454385,3002.4913325276816,35031.29420076136,37438.172106837854,54253.85813935008,-11.361140455616992,-11.433286591131184,-11.83607656870011
133,2183.6050964839687,3012.906614745551,448695.6476359882,733681.1830629944,775419.7455166676,-14.129879642203306,-14.663768451848366,-14.723842139536332
134,3235.488998644688,3017.077445413656,2172021.5266417754,2900131.5363421123,3516739.9019231726,-15.842160312945119,-16.156044239757787,-16.36535062271399
135,1422.7833999708826,3023.2296092581564,39535.784747553116,34420.02958568605,56783.507106829435,-11.492475908873994,-11.34202809822222,-11.885555530623703
136,416.13645929975297,3048.7443205472746,65572.2773032792,23224.038349151146,63549.26675471896,-12.041800667076668,-10.914844349903836,-12.007776359836534
137,2737.487050357089,3105.8778314998694,42902.41146023234,28448.91222170135,55295.59657767881,-11.58120425927526,-11.135164163194665,-11.85672636993629
138,2608.917626201937,3145.579855835829,310276.91019637097,327273.6826849971,470715.0774999289,-13.729373644991576,-13.78727770862431,-14.181895273598176
139,1917.5307775878055,3176.695266839603,55427.78905726614,63950.498741670046,81551.03122431459,-11.85931888873357,-12.014609839585962,-12.278573642815287
140,27.22450109086919,3228.9674808676104,221207.2339079607,294111.33625635784,367583.1814643452,-13.361998312853583,-13.671279410797585,-13.913389080749239
141,3521.420097858118,3235.5052002493444,84431.73884105345,85146.06328829797,130185.59541706415,-12.316264333756843,-12.325411433104387,-12.786407334294655
142,1860.4532944189407,3246.6847342954493,64970.860877965286,82358.32691854704,106794.71819298761,-12.031796553248382,-12.289268788726593,-12.571374435187257
143,2175.781770098581,3256.691830544677,64520.19169648405,75548.77267317381,101328.19936112687,-12.024239122637068,-12.195568533514292,-12.514325812873635
144,2243.399528578479,3259.0107861728625,819715.027834701,655691.8582329652,1167252.1324108196,-14.784157242699653,-14.54174947759526,-15.167911690001233
145,670.5183821114533,3281.559343421971,60887.83806302096,72849.24039638136,95540.48063157266,-11.961326384718788,-12.156062569284243,-12.450468554350618
146,3927.407915006775,3347.4282987434854,110302.67320378975,31274.92440210469,92012.17471578065,-12.6064650944184,-11.237990671470122,-12.409613238528598
147,3620.451523646555,3386.4817839556194,164209.9546195754,55667.86944868555,141236.31505506765,-13.038498702684931,-11.864011500169376,-12.874865945051791
148,3241.267181323113,3403.72999648685,214506.04345769156,318636.3846787149,362716.737554715,-13.328598831084534,-13.758238414561806,-13.898918991376894
149,761.9655763427781,3513.9695426633,915148.9978248961,742669.3432375318,1308868.4465427734,-14.903729521136519,-14.676988742441592,-15.292239995269846
150,3779.600696250142,3533.0349856852345,356188.9862233141,431598.9638620843,569410.4880294851,-13.879201216114032,-14.087700983507723,-14.388563655496707
151,1466.7059699455356,3566.7735617845174,78196.72956395347,82665.49338214798,119403.09121103957,-12.23297147465635,-12.293310655348797,-12.692538925830085
152,2164.1126023811657,3588.680329506906,168392.3292347354,53954.49891954055,154002.9488364244,-13.065805760561954,-11.83006915889899,-12.968822591882166
153,1892.1585128480317,3613.114405551404,103599.91689583968,100090.99775157217,155675.78081810754,-12.538398517584504,-12.500987546279994,-12.980552631690115
154,2034.5400234174674,3677.1494148246425,43489.56251598004,6679.396442673635,21431.82963548135,-11.595962597235802,-9.561843052349497,-10.827648120870432
155,3326.2690805997686,3687.5791808684003,213471.72996055905,297555.48342412105,350712.68749301136,-13.323350923987478,-13.683919894894698,-13.862378693350285
156,336.7335930364926,3690.632233397305,496774.3861178786,540517.5154071669,766080.1763770864,-14.240397988380053,-14.332024429448715,-14.710685560948288
157,2537.7098396479832,3696.7301938310416,81142.87157205574,88401.7929446511,123237.94982849248,-12.273125932312528,-12.366152683405758,-12.726861162087372
158,1427.228370844007,3725.9786797661545,60001.77580316563,65866.46554053854,87126.86621451005,-11.945410259713409,-12.046660898492028,-12.350380233948338
159,780.1892151731462,3829.00261341263,705895.1756558043,999759.3611577065,1178409.2468358167,-14.621850534448718,-14.999738698255715,-15.17824035426145
160,1931.2283504217132,3855.3015617644965,986121.3651478726,727460.4304694068,1312554.4887411413,-14.984825920645113,-14.654523438144327,-15.295293353849093
161,24.703938936252953,3891.047829612606,102513.03175418888,57376.60082253907,127018.77740427852,-12.526947694191259,-11.896837039116958,-12.759669820505144
162,93.35506378005215,3928.4635732039437,70961.75913323282,84142.8587923292,115442.8530839812,-12.127560932659032,-12.312543158216052,-12.655917628705406
163,2909.5718330785326,3958.4701980282966,85962.17659769987,64613.289586927276,114964.07647815114,-12.33576850868424,-12.025804630927384,-12.651405387306081
164,999.4997121459253,4003.4941597263582,60477.48758393957,63469.513725026045,92505.55568980752,-11.95398435243429,-12.006412927392468,-12.415419540846802
165,2566.876213978194,4070.227386844243,948018.8856106307,795305.8986564325,1364633.945420464,-14.942042472656317,-14.751335508893234,-15.337540425503924
